,SalePrice,zhvi_px,zhvi_idx,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,NewConstruction,PropertyType_Multiplex,PropertyType_Single Family,PropertyType_Townhouse,ZipGroup,AdjSalePrice
11894,258000,383200,0.880514705882353,1,9000,2600,1190,2.0,4,8,1959,0,0,75000,171000,0,0,1,0,0,293010.0
11895,310000,431300,0.991038602941177,1,9000,2600,1190,2.0,4,8,1959,0,0,75000,171000,0,0,1,0,0,312803.0
11896,285000,418300,0.961167279411765,1,6000,1180,0,1.75,3,7,1987,0,0,70000,127000,0,0,1,0,1,296514.0
11897,215000,414800,0.953125,1,6000,730,0,1.0,2,6,1950,1985,0,70000,75000,0,0,1,0,1,225574.0
11898,298000,434600,0.998621323529412,1,6000,2200,1100,2.75,3,7,1986,0,0,70000,153000,0,0,1,0,1,298411.0
11899,900000,411700,0.946001838235294,1,10753,2900,1110,2.5,4,11,1985,0,0,425000,621000,0,0,1,0,4,951372.0
11900,1019000,421900,0.969439338235294,1,7699,3530,1190,2.5,4,11,1984,0,0,323000,707000,0,0,1,0,4,1051123.0
11901,960000,434200,0.997702205882353,1,19877,4750,2100,2.5,5,10,1961,0,0,429000,553000,0,0,1,0,4,962211.0
11902,205000,312200,0.717371323529412,1,32666,1820,0,1.75,3,7,1966,0,0,99000,159000,0,0,1,0,2,285766.0
11903,365000,390600,0.897518382352941,1,29344,2050,0,1.0,3,6,1908,0,0,95000,136000,0,0,1,0,2,406677.0
11904,780000,312700,0.718520220588235,1,217800,2550,0,2.0,3,10,1995,0,0,288000,449000,0,0,1,0,3,1085564.0
11905,308000,411100,0.944623161764706,1,33541,1560,0,2.0,3,7,1966,0,1,90000,149000,0,0,1,0,2,326056.0
11906,173000,321600,0.738970588235294,1,33541,1560,0,2.0,3,7,1966,0,1,90000,149000,0,0,1,0,2,234109.0
11907,230000,377500,0.867417279411765,1,33541,1560,0,2.0,3,7,1966,0,1,90000,149000,0,0,1,0,2,265155.0
11908,189500,350800,0.806066176470588,1,9650,1570,0,1.0,3,5,1922,0,1,79000,75000,0,0,1,0,1,235092.0
11909,224950,387600,0.890625,1,6546,910,0,1.0,2,6,1937,0,1,56000,92000,0,0,1,0,1,252575.0
11910,682000,392100,0.900965073529412,1,40946,3370,0,2.5,4,9,2003,0,0,157000,518000,0,0,1,0,1,756966.0
11911,700000,414800,0.953125,1,40946,3370,0,2.5,4,9,2003,0,0,157000,518000,0,0,1,0,1,734426.0
11914,785000,421200,0.967830882352941,1,49223,3420,0,3.5,4,9,2004,0,0,160000,539000,0,0,1,0,1,811092.0
11915,612500,312300,0.717601102941177,1,33106,3600,0,3.5,4,9,2004,0,0,155000,545000,0,0,1,0,1,853538.0
11916,869950,432100,0.992876838235294,1,155509,3600,0,2.5,4,9,2004,0,0,215000,595000,0,0,1,0,1,876191.0
11917,570000,312200,0.717371323529412,1,62726,3420,0,3.5,4,9,2004,0,0,183000,564000,1,0,1,0,1,794568.0
11918,679950,433500,0.99609375,1,36590,2960,0,3.0,4,9,2004,0,0,156000,513000,0,0,1,0,1,682616.0
11919,828000,429600,0.987132352941177,1,47480,3770,0,3.5,4,9,2003,0,0,161000,557000,0,0,1,0,1,838793.0
11920,1310000,433200,0.995404411764706,1,13297,3650,900,2.75,5,9,1969,0,0,676000,491000,0,0,1,0,3,1316048.0
11921,535000,396500,0.911075367647059,1,114655,2890,1240,2.5,4,8,1978,0,0,140000,251000,0,0,1,0,3,587218.0
11922,750000,414800,0.953125,1,217800,3050,0,2.5,4,9,1998,0,0,237000,417000,0,0,1,0,3,786885.0
11923,385000,400600,0.920496323529412,1,109771,1920,0,1.0,3,8,1984,0,0,101000,220000,0,0,1,0,3,418253.0
11924,580000,429600,0.987132352941177,1,439084,960,0,1.0,2,6,1959,0,0,243000,69000,0,0,1,0,3,587561.0
11925,625000,425600,0.977941176470588,1,10664,1490,720,1.5,3,6,1954,0,1,568000,10000,0,0,1,0,3,639098.0
11926,715000,315200,0.724264705882353,1,18618,2590,1030,1.0,2,8,1957,0,0,735000,125000,0,0,1,0,3,987208.0
11927,3525000,349100,0.802159926470588,1,26023,6900,1070,5.0,5,12,2008,0,0,1157000,2184000,0,0,1,0,3,4394386.0
11928,185000,421200,0.967830882352941,1,5200,770,0,1.0,2,6,1942,0,0,102000,199000,0,0,1,0,2,191149.0
11929,334000,400600,0.920496323529412,1,5200,890,0,1.0,3,6,1941,0,0,102000,211000,0,0,1,0,2,362848.0
11930,342000,425200,0.977022058823529,1,5200,890,0,1.0,3,6,1941,0,0,102000,211000,0,0,1,0,2,350043.0
11931,337000,411100,0.944623161764706,1,5200,890,0,1.0,3,6,1941,0,0,102000,225000,0,0,1,0,2,356756.0
11932,299950,404400,0.929227941176471,1,6936,970,0,1.0,2,6,1948,0,0,111000,228000,0,0,1,0,2,322795.0
11933,290000,332700,0.764476102941177,1,6936,970,0,1.0,2,6,1948,0,0,111000,228000,0,0,1,0,2,379345.0
11934,400000,434600,0.998621323529412,1,8083,2140,1070,1.75,3,7,1955,2012,0,114000,224000,0,0,1,0,0,400552.0
11935,138500,314100,0.721737132352941,1,8083,2140,1070,1.75,3,7,1955,2012,0,114000,224000,0,0,1,0,0,191898.0
11937,384000,350300,0.804917279411765,1,108900,2230,820,3.0,4,7,1978,0,0,194000,187000,0,0,1,0,3,477068.0
11938,515000,396500,0.911075367647059,1,29706,2340,0,2.5,4,8,1997,0,0,164000,251000,0,0,1,0,3,565266.0
11939,3400000,407700,0.936810661764706,1,19897,5490,0,5.0,5,12,2005,0,0,899000,1929000,1,0,1,0,3,3629335.0
11940,1250398,316900,0.728170955882353,1,16212,3500,1750,3.25,5,9,1964,2007,0,822000,567000,0,0,1,0,3,1717176.0
11941,1350000,351600,0.807904411764706,1,16212,3500,1750,3.25,5,9,1964,2007,0,822000,567000,0,0,1,0,3,1670990.0
11942,2650000,404400,0.929227941176471,1,18831,4550,0,4.75,4,12,1967,2000,0,888000,1586000,0,0,1,0,3,2851830.0
11943,1190000,400600,0.920496323529412,1,16034,3080,1040,3.0,5,8,1979,0,0,866000,402000,0,0,1,0,3,1292781.0
11944,2000000,413400,0.949908088235294,1,41444,1300,0,1.75,2,6,1940,0,0,2031000,1000,0,0,1,0,2,2105467.0
11945,7600000,404400,0.929227941176471,1,54220,9290,2540,7.25,7,13,2003,0,0,2191000,4182000,0,0,1,0,2,8178833.0
11946,1280000,430900,0.990119485294118,1,41444,3260,750,3.5,3,10,1999,0,0,389000,718000,0,0,1,0,2,1292773.0
11947,765000,414800,0.953125,1,20446,4250,1800,3.25,5,9,1976,0,2,327000,602000,0,0,1,0,2,802623.0
11948,600000,316900,0.728170955882353,1,20446,4250,1800,3.25,5,9,1976,0,2,327000,602000,0,0,1,0,2,823982.0
11949,372000,383200,0.880514705882353,1,9147,1580,370,1.75,3,7,1967,0,1,258000,309000,0,0,1,0,2,422480.0
11950,1020000,360700,0.828814338235294,1,12446,3450,640,2.25,3,10,1969,0,0,757000,380000,0,0,1,0,3,1230674.0
11951,320000,357100,0.820542279411765,1,7491,1160,0,1.0,3,6,1917,0,0,164000,224000,0,0,1,0,4,389986.0
11952,300000,423400,0.972886029411765,1,5500,2980,0,2.5,4,8,2007,0,0,276000,374000,0,0,1,0,4,308361.0
11953,349950,378200,0.869025735294118,1,5000,1140,0,1.0,2,7,1960,0,0,174000,229000,0,0,1,0,4,402692.0
11954,470000,429600,0.987132352941177,1,6700,1140,0,1.0,1,7,1920,0,0,180000,205000,0,0,1,0,3,476127.0
11955,330000,411100,0.944623161764706,1,8550,1980,990,1.75,2,7,1981,0,0,310000,162000,0,0,1,0,4,349346.0
11956,330000,360700,0.828814338235294,1,6430,1400,600,1.0,2,6,1927,0,0,179000,223000,0,0,1,0,3,398159.0
11958,465000,432100,0.992876838235294,1,7646,1800,600,2.5,3,7,1963,0,0,283000,227000,0,0,1,0,4,468336.0
11959,316500,354400,0.814338235294118,1,1110,1340,300,1.5,3,7,1999,0,0,92000,233000,0,0,0,1,4,388659.0
11962,391000,411100,0.944623161764706,1,2581,1420,0,2.5,3,7,2004,0,0,92000,246000,0,0,0,1,0,413922.0
11963,360000,392100,0.900965073529412,1,2037,1420,0,2.5,2,7,2004,0,0,92000,246000,0,0,0,1,0,399572.0
11965,330000,354400,0.814338235294118,1,7405,910,0,1.0,3,7,1970,0,0,242000,91000,0,0,1,0,3,405237.0
11966,1070300,429600,0.987132352941177,1,7121,3370,0,3.5,4,10,2007,0,0,242000,661000,1,0,1,0,3,1084252.0
11968,650000,354400,0.814338235294118,1,13964,1980,0,2.5,3,7,1959,0,3,568000,139000,0,0,1,0,3,798194.0
11969,540000,432100,0.992876838235294,1,8957,2160,1010,2.0,5,7,1962,0,0,343000,191000,0,0,1,0,1,543874.0
11970,660000,415100,0.953814338235294,1,8777,2320,1080,1.75,4,8,1977,0,0,310000,176000,0,0,1,0,1,691959.0
11971,800000,433200,0.995404411764706,1,8667,2500,910,2.75,4,9,1977,0,0,309000,335000,0,0,1,0,1,803693.0
11975,605000,418300,0.961167279411765,1,4050,2490,0,2.5,3,9,2003,0,0,272000,384000,0,0,1,0,2,629443.0
11976,570000,387600,0.890625,1,4050,2490,0,2.5,3,9,2003,0,0,272000,384000,0,0,1,0,2,640000.0
11977,587500,400300,0.919806985294118,1,4050,2490,0,2.5,3,9,2003,0,0,272000,384000,0,0,1,0,2,638721.0
11978,580000,381600,0.876838235294118,1,4904,2490,0,2.5,3,9,2003,0,0,272000,383000,0,0,1,0,2,661468.0
11979,625000,432100,0.992876838235294,1,4409,2160,0,2.5,4,8,1999,0,0,283000,319000,0,0,1,0,2,629484.0
11980,490001,403200,0.926470588235294,1,4643,1860,0,2.5,3,8,1999,0,0,272000,286000,0,0,1,0,2,528890.0
11981,522500,415100,0.953814338235294,1,3477,2120,0,2.5,3,8,1999,0,0,272000,319000,0,0,1,0,2,547801.0
11982,545000,400600,0.920496323529412,1,3703,2120,0,2.5,3,8,1999,0,0,272000,317000,0,0,1,0,2,592072.0
11983,543500,418400,0.961397058823529,1,4691,2100,0,2.5,3,9,1999,0,0,272000,286000,0,0,0,1,2,565323.0
11984,565500,432100,0.992876838235294,1,6246,2160,0,2.5,3,9,1999,0,0,272000,297000,0,0,0,1,2,569557.0
11985,555000,360700,0.828814338235294,1,3728,2080,0,2.5,3,9,2000,0,0,272000,286000,0,0,0,1,2,669631.0
11986,553000,414800,0.953125,1,3349,2460,0,2.5,3,9,1999,0,0,283000,333000,0,0,0,1,2,580197.0
11987,480000,332400,0.763786764705882,1,3770,2380,0,2.5,4,8,1999,0,0,272000,328000,0,0,1,0,2,628448.0
11988,445000,352600,0.810202205882353,1,3008,1990,130,2.5,3,8,1999,0,0,272000,293000,0,0,1,0,2,549246.0
11989,475000,312000,0.716911764705882,1,4468,2320,160,3.0,4,8,1999,0,0,272000,337000,0,0,1,0,2,662564.0
11990,640000,404400,0.929227941176471,1,3837,2850,730,4.0,4,8,1999,0,0,272000,388000,0,0,1,0,2,688744.0
11991,550000,418400,0.961397058823529,1,3485,1870,0,2.5,3,8,2001,0,0,218000,272000,0,0,1,0,2,572084.0
11993,519500,387600,0.890625,1,3075,2150,0,2.5,3,8,2001,0,0,218000,298000,0,0,1,0,2,583298.0
11994,485000,396500,0.911075367647059,1,4260,1940,0,2.5,3,8,2001,0,0,218000,282000,0,0,1,0,2,532338.0
11995,505000,404400,0.929227941176471,1,3082,1740,0,2.5,3,8,2000,0,0,218000,252000,0,0,1,0,2,543462.0
11996,415000,330600,0.759650735294118,1,3082,1740,0,2.5,3,8,2000,0,0,218000,252000,0,0,1,0,2,546304.0
11997,514900,404400,0.929227941176471,1,3082,1870,0,2.5,3,8,2000,0,0,218000,263000,0,0,1,0,2,554116.0
11998,615000,433500,0.99609375,1,4272,2470,0,2.5,3,9,2004,0,0,272000,394000,0,0,1,0,2,617412.0
11999,915000,429600,0.987132352941177,1,6988,3430,0,3.5,3,10,2003,0,0,272000,584000,0,0,1,0,2,926927.0
12000,972500,432100,0.992876838235294,1,6221,3370,0,3.25,3,10,2004,0,0,288000,593000,0,0,1,0,2,979477.0
12001,1000000,330600,0.759650735294118,1,5909,4330,1170,4.0,4,10,2004,0,0,359000,685000,0,0,1,0,2,1316394.0
12002,1025000,321600,0.738970588235294,1,6021,4580,1230,4.0,5,10,2004,0,0,359000,693000,0,0,1,0,2,1387065.0
12003,1010000,387900,0.891314338235294,1,6002,4270,1090,4.0,4,10,2004,0,0,359000,656000,0,0,1,0,2,1133158.0
12004,600000,403200,0.926470588235294,1,4336,2660,0,2.5,3,9,2004,0,0,283000,410000,0,0,1,0,2,647619.0
12005,568000,334700,0.769071691176471,1,4382,2770,0,2.5,3,9,2005,0,0,283000,430000,0,0,1,0,2,738553.0
12006,580000,411100,0.944623161764706,1,4877,2040,0,2.5,3,9,2003,0,0,272000,336000,0,0,1,0,2,614001.0
12007,550000,407700,0.936810661764706,1,3200,2020,0,2.5,3,9,2003,0,0,272000,335000,0,0,1,0,2,587098.0
12008,580000,418400,0.961397058823529,1,3200,2020,0,2.5,3,9,2003,0,0,272000,335000,0,0,1,0,2,603289.0
12009,621950,423400,0.972886029411765,1,3632,2010,0,2.5,3,9,2005,0,0,272000,344000,0,0,1,0,2,639284.0
12010,619950,396500,0.911075367647059,1,3244,2340,0,2.5,3,9,2006,0,0,272000,398000,1,0,1,0,2,680460.0
12011,390000,350600,0.805606617647059,1,3006,1890,0,2.25,4,7,2003,0,0,218000,236000,0,0,1,0,2,484107.0
12012,410000,325300,0.747472426470588,1,3012,1890,0,2.25,4,7,2003,0,0,218000,236000,0,0,1,0,2,548515.0
12013,459950,407700,0.936810661764706,1,3021,1440,0,2.25,4,7,2003,0,0,218000,179000,0,0,1,0,2,490974.0
12014,445000,392100,0.900965073529412,1,3000,1630,0,2.25,3,7,2003,0,0,218000,204000,0,0,1,0,2,493915.0
12015,510000,397900,0.914292279411765,1,3000,1890,0,2.25,4,7,2003,0,0,218000,236000,0,0,1,0,2,557808.0
12016,530000,428400,0.984375,1,3054,1890,0,2.25,4,7,2003,0,0,218000,242000,0,0,1,0,2,538413.0
12017,457000,411700,0.946001838235294,1,3000,1440,0,2.25,4,7,2003,0,0,218000,179000,0,0,1,0,2,483086.0
12018,420000,414800,0.953125,1,3000,1260,0,2.25,3,7,2003,0,0,218000,161000,0,0,1,0,2,440656.0
12019,439950,400600,0.920496323529412,1,3000,1440,0,2.25,4,7,2003,0,0,218000,179000,0,0,1,0,2,477949.0
12020,552000,432100,0.992876838235294,1,2972,1890,0,2.25,4,7,2003,0,0,218000,236000,0,0,1,0,2,555960.0
12021,320000,351600,0.807904411764706,1,2850,1260,0,2.25,3,7,2003,0,0,218000,161000,0,0,1,0,2,396086.0
12022,610000,430900,0.990119485294118,1,5000,2170,0,2.5,3,9,2003,0,0,272000,345000,0,0,1,0,2,616087.0
12023,580000,318700,0.732306985294118,1,5608,3260,0,2.5,4,9,2003,0,0,272000,483000,0,0,1,0,2,792018.0
12024,605000,407700,0.936810661764706,1,5608,2660,0,2.5,4,9,2003,0,0,272000,416000,0,0,1,0,2,645808.0
12025,900000,387600,0.890625,1,7113,3380,0,3.25,4,11,2006,0,0,288000,645000,1,0,1,0,2,1010526.0
12026,711000,347800,0.799172794117647,1,7113,3380,0,3.25,4,11,2006,0,0,288000,645000,0,0,1,0,2,889670.0
12027,905175,407700,0.936810661764706,1,7051,3700,0,2.5,4,11,2006,0,0,288000,729000,1,0,1,0,2,966230.0
12028,630000,337200,0.774816176470588,1,5500,2660,0,2.5,4,9,2003,0,0,321000,403000,0,0,1,0,2,813096.0
12029,1020950,400600,0.920496323529412,1,5500,4170,800,4.25,5,11,2005,0,0,365000,769000,1,0,1,0,2,1109130.0
12030,1069950,414800,0.953125,1,5950,3500,0,2.5,4,11,2006,0,0,321000,707000,1,0,1,0,2,1122570.0
12031,1080000,407700,0.936810661764706,1,8494,3870,0,3.25,5,11,2006,0,0,386000,787000,1,0,1,0,2,1152848.0
12033,580000,397900,0.914292279411765,1,4303,2200,0,2.5,3,9,2004,0,0,272000,340000,0,0,0,1,2,634370.0
12034,595000,396500,0.911075367647059,1,3420,2200,0,2.5,3,9,2004,0,0,272000,340000,0,0,0,1,2,653074.0
12035,602000,429600,0.987132352941177,1,3870,2170,0,2.5,3,9,2004,0,0,272000,337000,0,0,0,1,2,609847.0
12038,620000,404400,0.929227941176471,1,4778,2120,0,2.5,4,9,2003,0,0,283000,338000,0,0,1,0,2,667221.0
12039,512000,314100,0.721737132352941,1,4004,2700,0,2.5,4,9,2004,0,0,272000,420000,0,0,1,0,2,709400.0
12040,450000,312300,0.717601102941177,1,3640,1980,0,2.5,3,9,2003,0,0,272000,330000,0,0,1,0,2,627089.0
12041,590000,431300,0.991038602941177,1,3640,2270,0,2.5,4,9,2003,0,0,272000,364000,0,0,1,0,2,595335.0
12042,1050000,312200,0.717371323529412,1,15000,4410,1230,3.75,4,12,2006,0,0,441000,1146000,0,0,1,0,2,1463677.0
12043,2720000,418400,0.961397058823529,1,17168,5840,1270,4.5,5,12,2006,0,0,359000,1370000,1,0,1,0,2,2829216.0
12044,467500,418300,0.961167279411765,1,2381,1710,350,3.25,3,8,2003,0,1,136000,266000,0,0,0,1,2,486388.0
12045,360000,360700,0.828814338235294,1,2381,1710,350,3.25,3,8,2003,0,1,136000,266000,0,0,0,1,2,434355.0
12046,369950,404400,0.929227941176471,1,956,1420,260,2.75,3,8,2003,0,1,125000,217000,0,0,0,1,2,398126.0
12047,457500,414800,0.953125,1,1947,1710,350,3.25,3,8,2003,0,1,136000,266000,0,0,0,1,2,480000.0
12048,365000,400600,0.920496323529412,1,956,1420,260,2.75,3,8,2003,0,1,125000,222000,0,0,0,1,2,396525.0
12049,399950,433200,0.995404411764706,1,956,1420,260,2.75,3,8,2003,0,1,125000,222000,0,0,0,1,2,401796.0
12050,433000,387600,0.890625,1,2047,1860,370,3.25,3,8,2003,0,0,147000,278000,0,0,0,1,2,486175.0
12051,377000,421200,0.967830882352941,1,955,1420,260,2.75,3,8,2004,0,1,125000,227000,0,0,0,1,2,389531.0
12053,465000,396500,0.911075367647059,1,3593,1650,0,2.25,2,8,2005,0,0,283000,238000,0,0,1,0,2,510386.0
12054,470000,418300,0.961167279411765,1,1895,1710,350,3.25,3,8,2004,0,0,147000,269000,0,0,0,1,2,488989.0
12055,357000,357100,0.820542279411765,1,1375,1510,140,1.75,2,8,2004,0,0,147000,230000,0,0,0,1,2,435078.0
12056,348300,316900,0.728170955882353,1,1863,1770,340,3.25,3,8,2003,0,0,163000,265000,0,0,0,1,2,478322.0
12057,349950,328100,0.75390625,1,1842,1770,340,3.25,3,8,2003,0,1,136000,270000,0,0,0,1,2,464182.0
12058,402000,428400,0.984375,1,1635,1340,0,2.0,2,8,2003,0,1,136000,193000,0,0,0,1,2,408381.0
12059,285000,314100,0.721737132352941,1,1635,1340,0,2.0,2,8,2003,0,1,136000,193000,0,0,0,1,2,394881.0
12060,430000,404400,0.929227941176471,1,1831,1490,0,2.25,2,8,2003,0,0,147000,239000,0,0,0,1,2,462750.0
12061,444000,429600,0.987132352941177,1,1831,1490,0,2.25,2,8,2003,0,0,147000,239000,0,0,0,1,2,449788.0
12062,342000,345800,0.794577205882353,1,1854,1490,0,2.25,2,8,2004,0,0,147000,242000,0,0,0,1,2,430418.0
12063,445000,400600,0.920496323529412,1,1949,1620,80,2.25,2,8,2004,0,0,179000,253000,0,0,0,1,2,483435.0
12064,626500,432100,0.992876838235294,1,5000,2520,0,2.5,4,9,2004,0,0,283000,417000,0,0,1,0,2,630995.0
12065,624000,392100,0.900965073529412,1,5000,2910,0,2.5,4,9,2004,0,0,283000,451000,0,0,1,0,2,692591.0
12066,625000,387600,0.890625,1,5001,3030,0,2.5,4,9,2004,0,0,272000,465000,0,0,1,0,2,701754.0
12067,575000,312200,0.717371323529412,1,5001,3020,0,2.5,4,9,2004,0,0,272000,464000,0,0,1,0,2,801537.0
12068,600000,332700,0.764476102941177,1,5474,3280,0,2.5,5,9,2004,0,0,272000,491000,0,0,1,0,2,784851.0
12069,548000,433200,0.995404411764706,1,3504,1830,0,2.25,4,7,2004,0,0,305000,192000,0,0,1,0,2,550530.0
12070,528950,421200,0.967830882352941,1,3199,1830,0,2.25,4,7,2004,0,0,272000,214000,0,0,1,0,2,546531.0
12071,505000,411700,0.946001838235294,1,3199,1830,0,2.25,4,7,2004,0,0,272000,214000,0,0,1,0,2,533826.0
12072,507500,421200,0.967830882352941,1,2856,1830,0,2.5,2,7,2005,0,0,218000,212000,0,0,1,0,2,524368.0
12073,565000,415100,0.953814338235294,1,4140,1920,0,2.5,3,8,2004,0,0,272000,285000,0,0,1,0,2,592358.0
12074,520000,411100,0.944623161764706,1,3720,2120,0,2.5,4,8,2004,0,0,272000,307000,0,0,1,0,2,550484.0
12075,525000,392100,0.900965073529412,1,3627,2390,0,2.5,4,8,2005,0,0,272000,348000,0,0,1,0,2,582708.0
12076,559900,394900,0.907398897058823,1,3627,2390,0,2.5,4,8,2005,0,0,272000,348000,0,0,1,0,2,617038.0
12077,580000,425600,0.977941176470588,1,4272,2120,0,2.5,3,8,2005,0,0,272000,315000,0,0,1,0,2,593083.0
12078,578000,394900,0.907398897058823,1,3720,2120,0,2.5,4,8,2004,0,0,272000,304000,0,0,1,0,2,636986.0
12079,690000,411100,0.944623161764706,1,4400,2620,0,2.5,4,9,2006,0,0,316000,419000,1,0,1,0,2,730450.0
12080,769718,411100,0.944623161764706,1,4400,2870,0,2.5,4,9,2006,0,0,332000,466000,0,0,1,0,2,814841.0
12081,800000,407700,0.936810661764706,1,4800,3080,0,2.5,4,9,2006,0,0,332000,481000,1,0,1,0,2,853961.0
12082,759000,351800,0.808363970588235,1,4800,3080,0,2.5,4,9,2006,0,0,332000,481000,0,0,1,0,2,938933.0
12088,543500,352600,0.810202205882353,1,5342,2640,0,2.5,4,9,2005,0,0,283000,433000,0,0,1,0,2,670820.0
12089,649950,396500,0.911075367647059,1,4805,2930,0,2.5,5,9,2004,0,0,283000,460000,0,0,1,0,2,713388.0
12090,620000,347800,0.799172794117647,1,4805,2930,0,2.5,5,9,2004,0,0,283000,460000,0,0,1,0,2,775802.0
12097,689900,427800,0.982996323529412,1,4082,2940,0,2.75,4,9,2004,0,0,272000,455000,0,0,1,0,2,701834.0
12098,475000,316900,0.728170955882353,1,3900,2310,0,2.75,4,9,2004,0,0,272000,374000,0,0,1,0,2,652319.0
12099,565000,390600,0.897518382352941,1,4063,2410,0,2.5,3,9,2004,0,0,272000,392000,0,0,1,0,2,629514.0
12100,450000,330600,0.759650735294118,1,3917,2330,0,2.75,4,9,2004,0,0,272000,377000,0,0,1,0,2,592377.0
12105,364400,392100,0.900965073529412,1,1138,1360,250,1.75,2,8,2005,0,1,141000,207000,0,0,0,1,2,404455.0
12106,348000,397900,0.914292279411765,1,1138,1360,250,1.75,2,8,2005,0,1,141000,207000,0,0,0,1,2,380622.0
12107,360000,365000,0.838694852941177,1,2250,1480,0,2.5,3,8,2005,0,1,152000,238000,0,0,0,1,2,429238.0
12108,419995,432100,0.992876838235294,1,1961,1480,0,2.5,3,8,2005,0,1,152000,238000,0,0,0,1,2,423008.0
12109,433000,418400,0.961397058823529,1,1612,1470,0,2.0,3,8,2005,0,1,152000,232000,0,0,0,1,2,450386.0
12110,381300,400600,0.920496323529412,1,865,1400,290,1.75,2,8,2005,0,1,125000,212000,0,0,0,1,2,414233.0
12111,356000,429600,0.987132352941177,1,865,1400,290,1.75,2,8,2005,0,1,125000,212000,0,0,0,1,2,360641.0
12112,354950,411100,0.944623161764706,1,1827,1540,0,2.0,3,8,2005,0,1,125000,243000,0,0,0,1,2,375758.0
12113,419950,400600,0.920496323529412,1,1729,1470,300,2.5,3,8,2004,0,0,147000,223000,0,0,0,1,2,456221.0
12114,386990,404400,0.929227941176471,1,1237,1470,310,2.5,3,8,2004,0,0,136000,225000,0,0,0,1,2,416464.0
12115,315000,332400,0.763786764705882,1,1495,1590,310,2.5,3,8,2004,0,0,136000,240000,0,0,0,1,2,412419.0
12116,410000,404400,0.929227941176471,1,1741,1470,300,2.5,3,8,2004,0,0,147000,223000,0,0,0,1,2,441227.0
12117,295000,318700,0.732306985294118,1,1741,1470,300,2.5,3,8,2004,0,0,147000,223000,0,0,0,1,2,402837.0
12118,372340,403200,0.926470588235294,1,1655,1470,310,2.5,3,8,2005,0,0,147000,232000,0,0,0,1,2,401891.0
12119,520000,411100,0.944623161764706,1,4038,1790,0,2.5,3,8,2005,0,0,272000,258000,0,0,1,0,2,550484.0
12120,415000,347800,0.799172794117647,1,3665,1780,0,2.25,3,8,2004,0,0,272000,235000,0,0,0,1,2,519287.0
12121,635000,430900,0.990119485294118,1,4667,2310,0,2.5,4,8,2005,0,0,283000,320000,0,0,1,0,2,641337.0
12122,535000,433200,0.995404411764706,1,3603,1780,0,2.25,3,8,2004,0,0,283000,231000,0,0,0,1,2,537470.0
12123,510000,383200,0.880514705882353,1,3734,1970,0,2.5,3,8,2004,0,0,283000,270000,0,0,1,0,2,579207.0
12124,425000,318700,0.732306985294118,1,3734,1970,0,2.5,3,8,2004,0,0,283000,270000,0,0,1,0,2,580358.0
12125,555000,382600,0.879136029411765,1,3720,1950,0,2.5,4,8,2004,0,0,272000,281000,0,0,1,0,2,631302.0
12126,599000,357100,0.820542279411765,1,5000,3020,0,2.5,4,9,2005,0,0,283000,470000,0,0,1,0,2,730005.0
12133,331300,414800,0.953125,1,2007,1450,0,1.75,2,8,2006,0,1,136000,246000,1,0,0,1,2,347593.0
12134,351000,421200,0.967830882352941,1,1107,1230,0,1.75,2,8,2006,0,1,125000,217000,0,0,0,1,2,362667.0
12135,337100,404400,0.929227941176471,1,2007,1380,0,1.75,2,8,2006,0,1,136000,238000,1,0,0,1,2,362774.0
12136,277200,404400,0.929227941176471,1,1107,1050,0,1.75,2,8,2006,0,1,125000,198000,1,0,0,1,2,298312.0
12137,277200,404400,0.929227941176471,1,1107,1050,0,2.5,3,8,2006,0,1,125000,223000,1,0,0,1,2,298312.0
12139,277200,400600,0.920496323529412,1,1107,1230,0,2.5,3,8,2006,0,1,125000,222000,1,0,0,1,2,301142.0
12140,350000,434600,0.998621323529412,1,1107,1230,0,2.5,3,8,2006,0,1,125000,222000,0,0,0,1,2,350483.0
12141,220000,312300,0.717601102941177,1,1107,1230,0,2.5,3,8,2006,0,1,125000,222000,0,0,0,1,2,306577.0
12142,277200,400600,0.920496323529412,1,1107,1230,0,1.75,2,8,2006,0,1,125000,217000,0,0,0,1,2,301142.0
12143,360000,397900,0.914292279411765,1,1107,1230,0,1.75,2,8,2006,0,1,125000,217000,0,0,0,1,2,393747.0
12144,339000,397900,0.914292279411765,1,3088,1050,0,1.0,2,7,2005,0,0,218000,82000,0,0,1,0,2,370779.0
12146,459990,400600,0.920496323529412,1,2383,1700,0,2.25,2,8,2005,0,0,218000,265000,0,0,1,0,2,499720.0
12147,435000,378200,0.869025735294118,1,2383,1700,0,2.25,2,8,2005,0,0,218000,265000,0,0,1,0,2,500561.0
12148,509990,418300,0.961167279411765,1,2625,2080,0,2.5,3,8,2006,0,0,218000,281000,1,0,1,0,2,530594.0
12149,439990,392100,0.900965073529412,1,3035,1760,0,2.25,2,8,2005,0,0,218000,276000,1,0,1,0,2,488354.0
12150,479990,414800,0.953125,1,2959,2080,0,2.5,3,8,2006,0,0,218000,274000,1,0,1,0,2,503596.0
12151,334000,411700,0.946001838235294,1,2699,1050,0,1.0,2,7,2005,0,0,218000,59000,0,0,1,0,2,353065.0
